,label,message
2966,ham,not yet had ya sapna aunty manege y day hogidhe chinnu full weak and swalpa black agidhane
2967,ham,are you being good baby
2968,ham,neft transaction with reference number lt gt for rs lt decimal gt has been credited to the beneficiary account on lt gt at lt time gt lt gt
2969,ham,mostly sports type lyk footbl crckt
2970,ham,ma head dey swell oh thanks for making my day
2971,ham,u should make a fb list
2972,ham,height of confidence all the aeronautics professors wer calld amp they wer askd sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only didnt move he said if it is made by my students this wont even start datz confidence
2973,ham,sary just need tim in the bollox it hurt him a lot so he tol me
2974,ham,happy new year princess
2975,ham,i ll text carlos and let you know hang on
2976,ham,don t worry is easy once have ingredients
2977,ham,i love u my little pocy bell i am sorry but i love u
2978,ham,ok omw now you at castor
2979,ham,yar lor keep raining non stop or u wan go elsewhere
2980,spam,xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins txt on orange call on or
2981,ham,what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so i m picking her up at ard smth lor
2982,ham,wonders in my world you ur style ur smile ur personality ur nature ur sms and ur lovely friendship good morning dear
2983,ham,tonight yeah i d be down for that
2984,ham,what should i eat fo lunch senor
2985,ham,he said that he had a right giggle when he saw u again you would possibly be the first from nvq but think how much you could for
2986,ham,no break time one how i come out n get my stuff fr
2987,spam,reply to win weekly what professional sport does tiger woods play send stop to to end service
2988,ham,i m there and i can see you but you can t see me maybe you should reboot ym i seen the buzz
2989,ham,do you still have the grinder
2990,spam,no polyphonic tone ur mob every week just txt to tone free so get txtin now and tell ur friends tone reply hl
2991,ham,love isn t a decision it s a feeling if we could decide who to love then life would be much simpler but then less magical
2992,spam,hot live fantasies call now just per min ntt ltd po box croydon is a national rate call
2993,ham,k i did t see you k where are you now
2994,ham,so i m doing a list of buyers
2995,ham,no idea i guess we ll work that out an hour after we re supposed to leave since as usual nobody has any interest in figuring shit out before the last second
2996,ham,mm not entirely sure i understood that text but hey ho which weekend
2997,ham,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear
2998,ham,don know he is watching film in computer
2999,ham,no thursday
3000,ham,oh then your phone phoned me but it disconnected
3001,ham,id onluy matters when getting on from offcampus
3002,spam,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs only
3003,ham,excellent i ll see what riley s plans are
3004,ham,i will see in half an hour
3005,spam,you ve won tkts to the cup final or cash to collect call pobox
3006,ham,ew are you one of them
3007,ham,also hi wesley how ve you been
3008,ham,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it
3009,spam,loan for any purpose homeowners tenants welcome have you been previously refused we can still help call free or text back help
3010,spam,half price orange line rental call on or
3011,ham,imagine life without me see how fast u are searching me don t worry l m always there to disturb u goodnoon
3012,ham,hm good morning headache anyone
3013,ham,yeah no probs last night is obviously catching up with you speak soon
3014,spam,free unlimited hardcore porn direct your mobile txt porn to get free access for hrs then chrgd per day txt stop this msg is free
3015,ham,i might go sch yar at e salon now v boring
3016,ham,lt gt mins but i had to stop somewhere first
3017,ham,lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj
3018,ham,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting
3019,ham,i didn t get the second half of that message
3020,ham,wat time do u wan meet me later
3021,ham,i thank you so much for all you do with selflessness i love you plenty
3022,ham,am in film ill call you later
3023,ham,how dare you change my ring
3024,ham,you are a very very very very bad girl or lady
3025,ham,i love ya too but try and budget your money better babe gary would freak on me if he knew
3026,ham,what part of don t initiate don t you understand
3027,ham,i finished my lunch already u wake up already
3028,ham,you still at the game
3029,ham,you have got tallent but you are wasting
3030,ham,what is your record for one night
3031,ham,also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend
3032,ham,gonna let me know cos comes bak from holiday that day is coming don me number
3033,ham,jokin only lar depends on which phone my father can get lor
3034,ham,aight lemme know what s up
3035,ham,get ready for lt gt inches of pleasure
3036,ham,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
3037,ham,ok i feel like john lennon
3038,ham,cos darren say considering mah so i ask
3039,ham,you are not bothering me but you have to trust my answers pls
3040,ham,wishing you and your family merry x mas and happy new year in advance
3041,ham,one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt
3042,ham,aight what time you want me to come up
3043,ham,slaaaaave where are you must i summon you to me all the time now don t you wish to come to me on your own anymore
3044,ham,your bill at is so thats not bad
3045,ham,let me know how it changes in the next it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in
